=== SINGULARITÄTS-TEST BIS 10.000 - FIXED ===
Teste 1229 Primzahlen...

=== SUCHE RATIO ≈ 2.806 ± 0.3, Δφ < 5.0° ===
Filter: Amp > 100, symmetrische Ratio

1.  211-  53 | Ratio: 2.598 | Δφ: -1.51° | Amp: 282,109
295.  599- 127 | Ratio: 2.930 | Δφ: -1.23° | Amp: 582,199

296.  601- 127 | Ratio: 2.936 | Δφ: -1.23° | Amp: 583,199

297.  607- 127 | Ratio: 2.957 | Δφ: -1.24° | Amp: 587,199

298.  613- 127 | Ratio: 2.977 | Δφ: -1.25° | Amp: 591,199

299.  617- 127 | Ratio: 2.990 | Δφ: -1.25° | Amp: 594,199

300.  619- 127 | Ratio: 2.997 | Δφ: -1.26° | Amp: 595,199

301.  631- 127 | Ratio: 3.038 | Δφ: -1.27° | Amp: 603,199

302.  641- 127 | Ratio: 3.072 | Δφ: -1.28° | Amp: 610,199

303.  643- 127 | Ratio: 3.078 | Δφ: -1.29° | Amp: 611,199

304.  647- 127 | Ratio: 3.091 | Δφ: -1.29° | Amp: 614,199

305.  499- 131 | Ratio: 2.525 | Δφ: -1.05° | Amp: 512,203

306.  503- 131 | Ratio: 2.539 | Δφ: -1.06° | Amp: 515,203

307.  509- 131 | Ratio: 2.560 | Δφ: -1.07° | Amp: 519,203

308.  521- 131 | Ratio: 2.603 | Δφ: -1.09° | Amp: 528,203

309.  523- 131 | Ratio: 2.609 | Δφ: -1.09° | Amp: 529,203

310.  541- 131 | Ratio: 2.672 | Δφ: -1.12° | Amp: 542,203

311.  547- 131 | Ratio: 2.692 | Δφ: -1.12° | Amp: 546,203

312.  557- 131 | Ratio: 2.727 | Δφ: -1.14° | Amp: 553,203

313.  563- 131 | Ratio: 2.747 | Δφ: -1.15° | Amp: 557,203

314.  569- 131 | Ratio: 2.768 | Δφ: -1.16° | Amp: 561,203

315.  571- 131 | Ratio: 2.774 | Δφ: -1.16° | Amp: 563,203

316.  577- 131 | Ratio: 2.794 | Δφ: -1.17° | Amp: 567,203

317.  587- 131 | Ratio: 2.828 | Δφ: -1.18° | Amp: 574,203

318.  593- 131 | Ratio: 2.849 | Δφ: -1.19° | Amp: 578,203

319.  599- 131 | Ratio: 2.869 | Δφ: -1.20° | Amp: 582,203

320.  601- 131 | Ratio: 2.875 | Δφ: -1.20° | Amp: 583,203

321.  607- 131 | Ratio: 2.895 | Δφ: -1.21° | Amp: 587,203

322.  613- 131 | Ratio: 2.915 | Δφ: -1.21° | Amp: 591,203

323.  617- 131 | Ratio: 2.928 | Δφ: -1.22° | Amp: 594,203

324.  619- 131 | Ratio: 2.934 | Δφ: -1.22° | Amp: 595,203

